mth,lusa_band,Provision_rate_current,Provision_rate_0_to_30,Provision_rate_30_to_60,Provision_rate_60_to_90,Provision_rate_90_to_120,Provision_rate_120_to_150,Provision_rate_150_to_180
11,"(750, 775]",0.003,0.068,0.255,0.395,0.404,0.634,0.839
12,"(750, 775]",0.003,0.06,0.27,0.406,0.52,0.539,0.922
13,"(750, 775]",0.002,0.057,0.292,0.422,0.516,0.704,0.797
14,"(750, 775]",0.002,0.04,0.199,0.471,0.537,0.659,0.828
15,"(750, 775]",0.004,0.034,0.138,0.312,0.492,0.628,0.843
16,"(750, 775]",0.002,0.076,0.121,0.204,0.392,0.654,0.923
17,"(750, 775]",0,0.036,0.232,0.169,0.238,0.465,0.821
18,"(750, 775]",0.001,0.006,0.129,0.483,0.217,0.316,0.759
19,"(750, 775]",0,0.027,0.028,0.186,0.572,0.376,0.735
20,"(750, 775]",0.001,0.011,0.091,0.062,0.366,0.723,0.531
21,"(750, 775]",0,0.023,0.05,0.186,0.079,0.754,1
22,"(750, 775]",0,0,0.094,0.094,0.187,0.085,0.768
23,"(750, 775]",0,0.006,0,0.159,0.126,0.423,0.171
24,"(750, 775]",0,0,0.052,0,0.319,0.782,0.984
25,"(750, 775]",0,0,0,0.113,0,0.322,0.782
26,"(750, 775]",0,0,0,0,0.313,0,0.638
27,"(750, 775]",0,0,0,0,0,1,0
28,"(750, 775]",0,0,0,0,0,0,1
29,"(750, 775]",0,0,0,0,0,0,0
30,"(750, 775]",0,0,0,0,0,0,0
0,"(775, 800]",0.008,0.101,0,0,0,0,0
1,"(775, 800]",0.006,0.184,0.406,0,0,0,0
2,"(775, 800]",0.005,0.141,0.501,0.551,0,0,0
3,"(775, 800]",0.004,0.115,0.45,0.612,0.634,0,0
4,"(775, 800]",0.004,0.096,0.393,0.648,0.653,0.669,0
5,"(775, 800]",0.004,0.089,0.332,0.55,0.708,0.718,0.727
6,"(775, 800]",0.003,0.093,0.335,0.486,0.634,0.828,0.817
7,"(775, 800]",0.003,0.064,0.339,0.491,0.547,0.736,0.918
8,"(775, 800]",0.004,0.069,0.22,0.475,0.593,0.65,0.886
9,"(775, 800]",0.004,0.09,0.265,0.316,0.58,0.705,0.813
10,"(775, 800]",0.005,0.078,0.298,0.423,0.385,0.747,0.885
11,"(775, 800]",0.003,0.106,0.273,0.445,0.524,0.487,0.885
12,"(775, 800]",0.003,0.059,0.393,0.475,0.559,0.65,0.761
13,"(775, 800]",0.003,0.067,0.235,0.577,0.591,0.774,0.906
14,"(775, 800]",0.002,0.065,0.237,0.368,0.634,0.723,0.888
15,"(775, 800]",0.003,0.044,0.244,0.353,0.407,0.808,0.83
16,"(775, 800]",0.001,0.06,0.147,0.389,0.457,0.501,0.884
17,"(775, 800]",0.001,0.027,0.187,0.24,0.459,0.597,0.625
18,"(775, 800]",0.001,0.022,0.077,0.392,0.315,0.63,0.917
19,"(775, 800]",0,0.029,0.082,0.134,0.611,0.358,0.759
20,"(775, 800]",0,0.004,0.123,0.211,0.202,0.978,0.667
21,"(775, 800]",0,0.007,0.019,0.223,0.361,0.238,1
22,"(775, 800]",0,0,0.022,0.023,0.213,0.382,0.472
23,"(775, 800]",0,0,0,0.038,0.061,0.393,0.645
24,"(775, 800]",0,0,0,0,0.232,1,1
25,"(775, 800]",0,0,0,0,0,0.245,1
26,"(775, 800]",0,0,0,0,0,0,0.589
27,"(775, 800]",0,0,0,0,0,0,0
28,"(775, 800]",0,0,0,0,0,0,0
29,"(775, 800]",0,0,0,0,0,0,0
30,"(775, 800]",0,0,0,0,0,0,0
0,"(800, 825]",0.009,0.096,0,0,0,0,0
1,"(800, 825]",0.005,0.204,0.436,0,0,0,0
2,"(800, 825]",0.004,0.136,0.504,0.509,0,0,0
3,"(800, 825]",0.004,0.105,0.465,0.59,0.567,0,0
4,"(800, 825]",0.004,0.103,0.363,0.643,0.644,0.642,0
5,"(800, 825]",0.005,0.096,0.37,0.5,0.705,0.77,0.855
6,"(800, 825]",0.004,0.111,0.365,0.553,0.6,0.821,0.87
7,"(800, 825]",0.002,0.092,0.363,0.534,0.619,0.716,0.898
8,"(800, 825]",0.004,0.046,0.344,0.552,0.64,0.722,0.869
9,"(800, 825]",0.003,0.079,0.215,0.52,0.631,0.752,0.808
10,"(800, 825]",0.003,0.058,0.316,0.322,0.614,0.725,0.927
11,"(800, 825]",0.003,0.076,0.198,0.47,0.409,0.721,0.866
12,"(800, 825]",0.003,0.075,0.298,0.363,0.55,0.635,0.918
13,"(800, 825]",0.003,0.074,0.295,0.424,0.504,0.69,0.846
14,"(800, 825]",0.002,0.071,0.229,0.39,0.54,0.763,0.766
15,"(800, 825]",0.001,0.059,0.23,0.326,0.477,0.727,0.872
16,"(800, 825]",0.001,0.032,0.198,0.358,0.442,0.6,0.838
17,"(800, 825]",0,0.022,0.109,0.269,0.44,0.534,0.792
18,"(800, 825]",0.001,0.003,0.084,0.2,0.395,0.623,0.769
19,"(800, 825]",0.001,0.024,0.012,0.159,0.319,0.587,0.737
20,"(800, 825]",0,0.022,0.137,0.019,0.237,0.602,0.78
21,"(800, 825]",0.002,0.004,0.059,0.361,0.032,0.422,1
22,"(800, 825]",0,0.041,0.016,0.068,0.472,0.032,0.423
23,"(800, 825]",0,0,0.426,0.021,0.088,0.483,0.057
24,"(800, 825]",0,0,0,0.91,0.072,0.471,1
25,"(800, 825]",0,0,0,0,0.911,0.075,0.476
26,"(800, 825]",0,0,0,0,0,0.911,0.088
27,"(800, 825]",0,0,0,0,0,0,1
28,"(800, 825]",0,0,0,0,0,0,0
29,"(800, 825]",0,0,0,0,0,0,0
30,"(800, 825]",0,0,0,0,0,0,0
0,"(825, 850]",0.008,0.122,0,0,0,0,0
1,"(825, 850]",0.005,0.204,0.439,0,0,0,0
2,"(825, 850]",0.005,0.145,0.519,0.519,0,0,0
3,"(825, 850]",0.004,0.128,0.514,0.649,0.563,0,0
4,"(825, 850]",0.004,0.102,0.459,0.653,0.709,0.697,0
5,"(825, 850]",0.003,0.096,0.389,0.618,0.734,0.792,0.882
6,"(825, 850]",0.004,0.071,0.397,0.552,0.668,0.821,0.859
7,"(825, 850]",0.004,0.09,0.264,0.535,0.627,0.74,0.923
8,"(825, 850]",0.002,0.079,0.326,0.405,0.611,0.749,0.928
9,"(825, 850]",0.004,0.045,0.279,0.465,0.51,0.715,0.896
10,"(825, 850]",0.003,0.093,0.194,0.413,0.529,0.644,0.858
11,"(825, 850]",0.002,0.08,0.321,0.324,0.513,0.677,0.812
12,"(825, 850]",0.002,0.05,0.292,0.478,0.438,0.622,0.918
13,"(825, 850]",0.001,0.053,0.208,0.453,0.629,0.617,0.813
14,"(825, 850]",0.001,0.032,0.207,0.33,0.557,0.823,0.723
15,"(825, 850]",0.002,0.026,0.121,0.328,0.457,0.772,0.938
16,"(825, 850]",0.001,0.039,0.099,0.19,0.442,0.505,0.931
17,"(825, 850]",0,0.026,0.125,0.128,0.244,0.556,0.633
18,"(825, 850]",0,0.002,0.115,0.281,0.184,0.538,0.915
19,"(825, 850]",0,0.002,0.01,0.215,0.365,0.32,0.743
20,"(825, 850]",0,0,0.017,0.018,0.47,0.781,0.455
21,"(825, 850]",0.001,0.005,0,0.036,0.027,0.637,1
22,"(825, 850]",0,0.021,0.018,0,0.039,0.029,0.652
23,"(825, 850]",0,0.008,0.142,0.038,0,0.459,0.084
24,"(825, 850]",0,0,0.059,0.854,0.241,0,1
25,"(825, 850]",0,0,0,0.065,0.854,0.264,0
26,"(825, 850]",0,0,0,0,0.071,0.854,1
27,"(825, 850]",0,0,0,0,0,0.632,1
28,"(825, 850]",0,0,0,0,0,0,0.632
29,"(825, 850]",0,0,0,0,0,0,0
30,"(825, 850]",0,0,0,0,0,0,0
0,"(850, 875]",0.005,0.151,0,0,0,0,0
1,"(850, 875]",0.004,0.152,0.419,0,0,0,0
2,"(850, 875]",0.003,0.136,0.46,0.491,0,0,0
3,"(850, 875]",0.003,0.11,0.443,0.524,0.525,0,0
4,"(850, 875]",0.003,0.085,0.446,0.586,0.598,0.61,0
5,"(850, 875]",0.003,0.086,0.354,0.591,0.651,0.709,0.757
6,"(850, 875]",0.003,0.085,0.382,0.533,0.689,0.713,0.86
7,"(850, 875]",0.003,0.096,0.298,0.521,0.632,0.855,0.834
8,"(850, 875]",0.003,0.07,0.335,0.432,0.648,0.722,0.995
9,"(850, 875]",0.003,0.07,0.258,0.532,0.488,0.81,0.862
10,"(850, 875]",0.002,0.065,0.287,0.387,0.63,0.636,0.929
11,"(850, 875]",0.002,0.071,0.261,0.39,0.476,0.793,0.724
12,"(850, 875]",0.002,0.062,0.289,0.397,0.497,0.665,0.923
13,"(850, 875]",0.002,0.064,0.234,0.462,0.566,0.732,0.751
14,"(850, 875]",0.001,0.047,0.284,0.355,0.589,0.707,0.818
15,"(850, 875]",0.001,0.032,0.206,0.392,0.417,0.723,0.922
16,"(850, 875]",0.001,0.023,0.144,0.42,0.505,0.549,0.902
17,"(850, 875]",0,0.022,0.099,0.232,0.472,0.595,0.698
18,"(850, 875]",0.001,0.004,0.12,0.215,0.35,0.592,1
19,"(850, 875]",0.002,0.037,0.026,0.319,0.323,0.404,0.939
20,"(850, 875]",0.001,0.064,0.12,0.062,0.389,0.816,0.651
21,"(850, 875]",0,0.035,0.241,0.176,0.115,0.522,1
22,"(850, 875]",0,0.002,0.096,0.31,0.176,0.127,0.53
23,"(850, 875]",0,0,0.012,0.202,0.46,0.244,0.188
24,"(850, 875]",0,0,0,0.031,0.454,1,0.859
25,"(850, 875]",0,0,0,0,0.034,0.637,1
26,"(850, 875]",0,0,0,0,0,0.039,0.901
27,"(850, 875]",0,0,0,0,0,0,1
28,"(850, 875]",0,0,0,0,0,0,0
29,"(850, 875]",0,0,0,0,0,0,0
30,"(850, 875]",0,0,0,0,0,0,0
0,"(875, 900]",0.007,0.143,0,0,0,0,0
1,"(875, 900]",0.003,0.217,0.481,0,0,0,0
2,"(875, 900]",0.004,0.12,0.584,0.532,0,0,0
3,"(875, 900]",0.003,0.126,0.43,0.669,0.734,0,0
4,"(875, 900]",0.003,0.087,0.441,0.588,0.746,0.876,0
5,"(875, 900]",0.003,0.094,0.375,0.63,0.681,0.789,0.957
6,"(875, 900]",0.002,0.09,0.341,0.613,0.711,0.795,0.866
7,"(875, 900]",0.002,0.058,0.361,0.497,0.761,0.785,0.985
8,"(875, 900]",0.002,0.067,0.234,0.489,0.566,0.797,0.907
9,"(875, 900]",0.002,0.07,0.311,0.359,0.585,0.689,0.941
10,"(875, 900]",0.002,0.051,0.288,0.453,0.428,0.686,0.868
11,"(875, 900]",0.002,0.06,0.205,0.483,0.527,0.551,0.785
12,"(875, 900]",0.001,0.058,0.224,0.336,0.585,0.671,0.902
13,"(875, 900]",0.001,0.041,0.262,0.442,0.458,0.737,0.888
14,"(875, 900]",0.001,0.042,0.17,0.399,0.506,0.539,0.846
15,"(875, 900]",0.001,0.034,0.143,0.261,0.491,0.705,0.703
16,"(875, 900]",0,0.026,0.131,0.214,0.344,0.603,0.835
17,"(875, 900]",0.001,0.015,0.09,0.199,0.229,0.441,0.651
18,"(875, 900]",0,0.036,0.067,0.23,0.248,0.315,0.552
19,"(875, 900]",0.001,0,0.128,0.114,0.394,0.367,0.6
20,"(875, 900]",0,0.018,0,0.246,0.222,0.691,0.567
21,"(875, 900]",0,0.014,0.1,0,0.4,0.291,1
22,"(875, 900]",0,0.006,0.039,0.124,0,0.414,0.319
23,"(875, 900]",0,0,0.021,0.053,0.193,0,0.571
24,"(875, 900]",0,0,0,0.083,0.372,0.679,0
25,"(875, 900]",0,0,0,0,0.086,0.399,0.708
26,"(875, 900]",0,0,0,0,0,0.592,0.465
27,"(875, 900]",0,0,0,0,0,0,1
28,"(875, 900]",0,0,0,0,0,0,0
29,"(875, 900]",0,0,0,0,0,0,0
30,"(875, 900]",0,0,0,0,0,0,0
0,"(900, 925]",0.005,0.096,0,0,0,0,0
1,"(900, 925]",0.002,0.179,0.564,0,0,0,0
2,"(900, 925]",0.003,0.086,0.483,0.625,0,0,0
3,"(900, 925]",0.003,0.115,0.342,0.615,0.634,0,0
4,"(900, 925]",0.002,0.104,0.438,0.476,0.68,0.829,0
5,"(900, 925]",0.002,0.089,0.489,0.607,0.545,0.752,0.965
6,"(900, 925]",0.002,0.06,0.41,0.703,0.752,0.704,0.866
7,"(900, 925]",0.003,0.065,0.275,0.53,0.736,0.799,0.81
8,"(900, 925]",0.002,0.083,0.326,0.425,0.607,0.828,0.898
9,"(900, 925]",0.002,0.059,0.3,0.501,0.568,0.755,0.965
10,"(900, 925]",0.001,0.069,0.348,0.45,0.566,0.639,0.861
11,"(900, 925]",0.002,0.048,0.316,0.556,0.576,0.791,0.779
12,"(900, 925]",0.002,0.061,0.181,0.457,0.742,0.699,1
13,"(900, 925]",0.001,0.061,0.24,0.313,0.57,0.961,0.836
14,"(900, 925]",0.001,0.046,0.225,0.371,0.374,0.668,1
15,"(900, 925]",0.001,0.026,0.157,0.412,0.463,0.614,0.87
16,"(900, 925]",0.002,0.047,0.116,0.244,0.481,0.566,0.722
17,"(900, 925]",0,0.061,0.187,0.186,0.326,0.544,0.796
18,"(900, 925]",0.001,0.009,0.244,0.296,0.328,0.484,0.729
19,"(900, 925]",0,0.025,0.042,0.418,0.413,0.491,0.591
20,"(900, 925]",0,0.004,0.165,0.086,0.661,0.544,0.608
21,"(900, 925]",0,0.013,0.031,0.247,0.147,0.86,0.99
22,"(900, 925]",0,0,0.037,0.06,0.252,0.148,0.876
23,"(900, 925]",0,0.013,0,0.197,0.109,0.527,0.496
24,"(900, 925]",0.001,0,1,0,0.467,1,0.985
25,"(900, 925]",0,0.022,0,1,0,0.485,1
26,"(900, 925]",0,0,0.101,0,1,0,1
27,"(900, 925]",0,0,0,0.144,0,1,0
28,"(900, 925]",0,0,0,0,0.144,0,1
29,"(900, 925]",0,0,0,0,0,1,0
30,"(900, 925]",0,0,0,0,0,0,1
0,"(925, 950]",0.004,0.151,0,0,0,0,0
1,"(925, 950]",0.002,0.172,0.616,0,0,0,0
2,"(925, 950]",0.002,0.093,0.489,0.777,0,0,0
3,"(925, 950]",0.001,0.104,0.453,0.571,0.948,0,0
4,"(925, 950]",0.002,0.065,0.454,0.591,0.615,0.948,0
5,"(925, 950]",0.002,0.091,0.298,0.656,0.605,0.696,1
6,"(925, 950]",0.002,0.062,0.33,0.607,0.711,0.72,0.846
7,"(925, 950]",0.001,0.075,0.306,0.524,0.722,0.822,0.855
8,"(925, 950]",0.002,0.044,0.339,0.523,0.645,0.818,0.873
9,"(925, 950]",0.002,0.082,0.219,0.506,0.627,0.751,0.938
10,"(925, 950]",0.001,0.068,0.403,0.335,0.655,0.684,0.994
11,"(925, 950]",0.001,0.058,0.295,0.62,0.363,0.756,0.811
12,"(925, 950]",0.001,0.042,0.306,0.46,0.785,0.531,0.881
13,"(925, 950]",0.001,0.056,0.171,0.54,0.525,0.894,0.791
14,"(925, 950]",0.001,0.028,0.248,0.235,0.647,0.585,0.914
15,"(925, 950]",0.001,0.031,0.114,0.33,0.322,0.737,0.632
16,"(925, 950]",0.001,0.057,0.137,0.156,0.399,0.44,0.989
17,"(925, 950]",0,0.042,0.219,0.167,0.166,0.588,0.497
18,"(925, 950]",0,0.013,0.239,0.363,0.338,0.235,0.836
19,"(925, 950]",0,0.012,0.061,0.38,0.465,0.502,0.423
20,"(925, 950]",0,0.023,0.058,0.188,0.654,0.806,0.652
21,"(925, 950]",0,0,0.189,0.104,0.183,0.839,0.993
22,"(925, 950]",0,0,0,0.172,0.111,0.194,0.884
23,"(925, 950]",0,0,0,0,0.248,0.302,0.363
24,"(925, 950]",0,0.028,0,0,0,0.558,1
25,"(925, 950]",0,0,0.053,0,0,0,0.558
26,"(925, 950]",0,0,0,0.066,0,0,0
27,"(925, 950]",0,0,0,0,0.179,0,0
28,"(925, 950]",0,0,0,0,0,0.179,0
29,"(925, 950]",0,0,0,0,0,0,0.179
30,"(925, 950]",0,0,0,0,0,0,0
0,"(950, 975]",0.004,0.071,0,0,0,0,0
1,"(950, 975]",0.002,0.243,0.332,0,0,0,0
2,"(950, 975]",0.001,0.111,0.636,0.342,0,0,0
3,"(950, 975]",0.001,0.065,0.597,0.66,0.35,0,0
4,"(950, 975]",0.001,0.04,0.357,0.763,0.708,0.403,0
5,"(950, 975]",0.002,0.071,0.272,0.553,0.778,0.737,0.403
6,"(950, 975]",0.002,0.075,0.303,0.496,0.715,0.939,0.762
7,"(950, 975]",0.001,0.074,0.345,0.5,0.563,0.808,1
8,"(950, 975]",0.001,0.033,0.351,0.49,0.564,0.708,0.873
9,"(950, 975]",0.001,0.053,0.179,0.577,0.575,0.704,0.949
10,"(950, 975]",0.001,0.066,0.29,0.383,0.587,0.629,0.928
11,"(950, 975]",0.001,0.059,0.445,0.397,0.499,0.668,0.832
12,"(950, 975]",0.001,0.042,0.347,0.58,0.442,0.697,0.97
13,"(950, 975]",0,0.05,0.203,0.508,0.674,0.545,0.741
14,"(950, 975]",0.001,0.014,0.184,0.374,0.564,0.777,0.678
15,"(950, 975]",0.001,0.041,0.068,0.223,0.365,0.699,1
16,"(950, 975]",0.001,0.039,0.196,0.102,0.38,0.437,0.946
17,"(950, 975]",0,0.061,0.173,0.24,0.136,0.45,0.853
18,"(950, 975]",0.001,0.018,0.3,0.327,0.36,0.314,0.852
19,"(950, 975]",0.001,0.033,0.152,0.423,0.46,0.481,0.332
20,"(950, 975]",0,0.064,0.14,0.309,0.623,0.612,0.719
21,"(950, 975]",0,0.011,0.286,0.236,0.469,0.916,0.942
22,"(950, 975]",0,0,0.076,0.286,0.277,0.503,0.959
23,"(950, 975]",0,0,0,0.132,0.43,0.313,0.634
24,"(950, 975]",0,0,0,0,0.77,0.529,0.98
25,"(950, 975]",0,0,0,0,0,0.796,0.771
26,"(950, 975]",0,0,0,0,0,0,0.904
27,"(950, 975]",0,0,0,0,0,0,0
28,"(950, 975]",0,0,0,0,0,0,0
29,"(950, 975]",0,0,0,0,0,0,0
30,"(950, 975]",0,0,0,0,0,0,0
0,"(975, 1000]",0.002,0.021,0,0,0,0,0
1,"(975, 1000]",0.001,0.128,0.155,0,0,0,0
2,"(975, 1000]",0,0.063,0.508,1,0,0,0
3,"(975, 1000]",0.001,0.015,0.415,0.677,1,0,0
4,"(975, 1000]",0.002,0.043,0.137,0.802,0.639,1,0
5,"(975, 1000]",0.001,0.097,0.292,0.386,0.787,0.836,1
6,"(975, 1000]",0.001,0.051,0.5,0.517,0.604,0.993,0.949
7,"(975, 1000]",0.001,0.047,0.294,0.719,0.544,0.723,1
8,"(975, 1000]",0.001,0.036,0.372,0.45,0.737,0.55,0.939
9,"(975, 1000]",0.001,0.052,0.225,0.453,0.511,0.822,0.818
10,"(975, 1000]",0.002,0.047,0.292,0.305,0.676,0.594,0.89
11,"(975, 1000]",0.001,0.082,0.288,0.494,0.61,0.789,0.773
12,"(975, 1000]",0.001,0.032,0.359,0.382,0.59,0.622,1
13,"(975, 1000]",0.001,0.031,0.17,0.454,0.453,0.757,0.933
14,"(975, 1000]",0.001,0.049,0.173,0.264,0.604,0.589,0.792
15,"(975, 1000]",0.001,0.029,0.243,0.223,0.299,0.677,0.657
16,"(975, 1000]",0.001,0.026,0.223,0.396,0.285,0.385,0.746
17,"(975, 1000]",0,0.044,0.166,0.277,0.423,0.592,0.878
18,"(975, 1000]",0,0.005,0.234,0.285,0.378,0.537,0.699
19,"(975, 1000]",0,0,0.032,0.282,0.346,0.44,0.612
20,"(975, 1000]",0,0.018,0,0.059,0.552,0.688,0.584
21,"(975, 1000]",0,0,0.195,0,0.204,0.552,1
22,"(975, 1000]",0.001,0,0,0.219,0,0.207,0.552
23,"(975, 1000]",0,0.073,0,0,0.526,0,0.216
24,"(975, 1000]",0,0,0.45,0,0,0.937,0
25,"(975, 1000]",0,0,0,0.528,0,0,1
26,"(975, 1000]",0,0,0,0,0.538,0,0
27,"(975, 1000]",0,0,0,0,0,0.789,0
28,"(975, 1000]",0,0,0,0,0,0,0.818
29,"(975, 1000]",0,0,0,0,0,0,0
30,"(975, 1000]",0,0,0,0,0,0,0